TERYT4;GENDER;AGE_GROUP;predicted_BRCA_cases
2417;M;<55-64>;3,777680934
1401;M;<55-64>;0
608;M;<55-64>;0
1426;M;<55-64>;0
1820;M;<55-64>;1,047766008
609;M;<55-64>;0
1803;M;<55-64>;1,772539592
611;M;<55-64>;0
1205;M;<55-64>;0
218;M;<55-64>;1,774833731
406;M;<55-64>;0
1811;M;<55-64>;2,088806634
1817;M;<55-64>;1,60723127
1209;M;<55-64>;0
1804;M;<55-64>;1,86195777
416;M;<55-64>;0
602;M;<55-64>;2,279642875
801;M;<55-64>;0
616;M;<55-64>;0
1416;M;<55-64>;0
3007;M;<55-64>;0
1217;M;<55-64>;0
2014;M;<55-64>;0
1403;M;<55-64>;0
1218;M;<55-64>;3,267255581
2205;M;<55-64>;0
1007;M;<55-64>;1,956493396
2201;M;<55-64>;0
408;M;<55-64>;0
2216;M;<55-64>;0
1808;M;<55-64>;0
3016;M;<55-64>;0
2805;M;<55-64>;0
2008;M;<55-64>;0
615;M;<55-64>;0
2002;M;<55-64>;3,256349146
1801;M;<55-64>;0
601;M;<55-64>;0
2603;M;<55-64>;0
812;M;<55-64>;0
2414;M;<55-64>;0
2613;M;<55-64>;0
204;M;<55-64>;0
1436;M;<55-64>;0
1810;M;<55-64>;1,291589112
1609;M;<55-64>;0
1608;M;<55-64>;0
2011;M;<55-64>;0
1802;M;<55-64>;0
1435;M;<55-64>;0
1201;M;<55-64>;2,222771607
603;M;<55-64>;0
415;M;<55-64>;3,193795974
1423;M;<55-64>;0
1437;M;<55-64>;0
2210;M;<55-64>;0
3209;M;<55-64>;0
2402;M;<55-64>;3,223733281
2819;M;<55-64>;0
3018;M;<55-64>;0
405;M;<55-64>;1,619572434
2818;M;<55-64>;0
223;M;<55-64>;0
2612;M;<55-64>;0
1809;M;<55-64>;0
2801;M;<55-64>;0
1015;M;<55-64>;0
1219;M;<55-64>;0
2010;M;<55-64>;0
1010;M;<55-64>;2,390685237
2813;M;<55-64>;2,949891382
1429;M;<55-64>;0
613;M;<55-64>;0
1410;M;<55-64>;0
2004;M;<55-64>;0
2410;M;<55-64>;0
3205;M;<55-64>;1,814162818
1434;M;<55-64>;0
1411;M;<55-64>;0
620;M;<55-64>;2,346987179
212;M;<55-64>;1,764085537
1433;M;<55-64>;0
2062;M;<55-64>;4,647980911
1602;M;<55-64>;0
1814;M;<55-64>;1,909540645
2411;M;<55-64>;0
1206;M;<55-64>;4,327620153
3021;M;<55-64>;0
2817;M;<55-64>;0
1611;M;<55-64>;0
418;M;<55-64>;0
210;M;<55-64>;4,009136151
206;M;<55-64>;0
2003;M;<55-64>;0
1607;M;<55-64>;0
3027;M;<55-64>;0
1215;M;<55-64>;0
610;M;<55-64>;0
2212;M;<55-64>;0
1601;M;<55-64>;0
1013;M;<55-64>;0
811;M;<55-64>;3,398397137
3008;M;<55-64>;0
607;M;<55-64>;2,048431806
2809;M;<55-64>;0
404;M;<55-64>;0
216;M;<55-64>;0
3010;M;<55-64>;0
417;M;<55-64>;0
1430;M;<55-64>;1,689710828
2403;M;<55-64>;0
203;M;<55-64>;0
612;M;<55-64>;0
2408;M;<55-64>;0
403;M;<55-64>;0
2214;M;<55-64>;1,632598696
1419;M;<55-64>;0
1005;M;<55-64>;0
2814;M;<55-64>;2,861990038
1805;M;<55-64>;0
3029;M;<55-64>;0
2601;M;<55-64>;0
2001;M;<55-64>;0
1807;M;<55-64>;0
1424;M;<55-64>;0
2804;M;<55-64>;2,996719601
3013;M;<55-64>;0
619;M;<55-64>;0
2812;M;<55-64>;1,31101017
807;M;<55-64>;0
3031;M;<55-64>;1,703409577
1404;M;<55-64>;0
3006;M;<55-64>;0
3015;M;<55-64>;0
222;M;<55-64>;0
1461;M;<55-64>;0
1438;M;<55-64>;0
209;M;<55-64>;0
2606;M;<55-64>;0
3217;M;<55-64>;0
2404;M;<55-64>;3,557441313
2807;M;<55-64>;0
1418;M;<55-64>;0
1412;M;<55-64>;0
215;M;<55-64>;0
214;M;<55-64>;0
1861;M;<55-64>;0
1402;M;<55-64>;1,36821892
2605;M;<55-64>;1,888919011
2208;M;<55-64>;0
2602;M;<55-64>;1,901980845
1021;M;<55-64>;0
411;M;<55-64>;0
1009;M;<55-64>;2,613110984
661;M;<55-64>;0
2607;M;<55-64>;0
2207;M;<55-64>;0
1606;M;<55-64>;0
2816;M;<55-64>;0
2802;M;<55-64>;0
2479;M;<55-64>;0
2810;M;<55-64>;0
1018;M;<55-64>;0
2213;M;<55-64>;0
1001;M;<55-64>;0
1407;M;<55-64>;0
1604;M;<55-64>;0
1006;M;<55-64>;0
1605;M;<55-64>;0
3022;M;<55-64>;0
2009;M;<55-64>;0
1864;M;<55-64>;0
1408;M;<55-64>;0
1818;M;<55-64>;0
1422;M;<55-64>;0
220;M;<55-64>;0
410;M;<55-64>;0
804;M;<55-64>;0
2415;M;<55-64>;3,45853052
3212;M;<55-64>;0
1213;M;<55-64>;3,450362644
1863;M;<55-64>;0
2478;M;<55-64>;0
2202;M;<55-64>;3,315972249
409;M;<55-64>;0
1262;M;<55-64>;0
3214;M;<55-64>;0
413;M;<55-64>;0
226;M;<55-64>;0
213;M;<55-64>;0
3218;M;<55-64>;0
3030;M;<55-64>;1,847033215
805;M;<55-64>;0
402;M;<55-64>;0
3213;M;<55-64>;0
1420;M;<55-64>;0
862;M;<55-64>;3,880756647
1016;M;<55-64>;2,372478249
208;M;<55-64>;0
2215;M;<55-64>;3,587733313
2204;M;<55-64>;2,65999562
3211;M;<55-64>;1,96095
1014;M;<55-64>;0
3020;M;<55-64>;0
3203;M;<55-64>;0
414;M;<55-64>;0
3012;M;<55-64>;1,554505025
664;M;<55-64>;0
1414;M;<55-64>;0
1821;M;<55-64>;0
1203;M;<55-64>;2,271460177
1417;M;<55-64>;0
3005;M;<55-64>;0
606;M;<55-64>;0
2413;M;<55-64>;0
224;M;<55-64>;0
2407;M;<55-64>;0
202;M;<55-64>;0
2005;M;<55-64>;0
2609;M;<55-64>;0
1610;M;<55-64>;1,163771063
3206;M;<55-64>;0
3025;M;<55-64>;0
211;M;<55-64>;4,73364942
201;M;<55-64>;0
2803;M;<55-64>;0
3202;M;<55-64>;0
1406;M;<55-64>;0
3028;M;<55-64>;1,933697421
3009;M;<55-64>;0
1212;M;<55-64>;0
810;M;<55-64>;0
2203;M;<55-64>;0
3061;M;<55-64>;0
3024;M;<55-64>;0
614;M;<55-64>;0
2406;M;<55-64>;0
1427;M;<55-64>;0
3216;M;<55-64>;1,346824464
2472;M;<55-64>;6,273978183
1413;M;<55-64>;0
802;M;<55-64>;2,836443035
3023;M;<55-64>;0
2815;M;<55-64>;0
3017;M;<55-64>;0
3019;M;<55-64>;0
2412;M;<55-64>;0
2808;M;<55-64>;0
219;M;<55-64>;4,804403985
3207;M;<55-64>;2,164267595
806;M;<55-64>;2,065798434
3011;M;<55-64>;0
2061;M;<55-64>;7,545476003
3002;M;<55-64>;0
1208;M;<55-64>;0
1432;M;<55-64>;2,143700453
205;M;<55-64>;0
3204;M;<55-64>;0
1063;M;<55-64>;1,378818813
2263;M;<55-64>;0
1008;M;<55-64>;0
604;M;<55-64>;0
3004;M;<55-64>;0
3208;M;<55-64>;0
1464;M;<55-64>;1,762002638
3026;M;<55-64>;0
2470;M;<55-64>;0
1012;M;<55-64>;0
617;M;<55-64>;0
2468;M;<55-64>;0
1405;M;<55-64>;0
2211;M;<55-64>;1,548828099
2861;M;<55-64>;0
1661;M;<55-64>;0
1421;M;<55-64>;2,790505481
808;M;<55-64>;0
3001;M;<55-64>;0
1020;M;<55-64>;3,291185304
3201;M;<55-64>;0
2611;M;<55-64>;0
3014;M;<55-64>;0
1003;M;<55-64>;1,627791707
2477;M;<55-64>;2,954205889
3003;M;<55-64>;0
1463;M;<55-64>;4,665924857
2462;M;<55-64>;0
1017;M;<55-64>;1,857667908
1011;M;<55-64>;0
407;M;<55-64>;6,197096607
2405;M;<55-64>;0
809;M;<55-64>;0
462;M;<55-64>;0
2209;M;<55-64>;0
1603;M;<55-64>;0
2661;M;<55-64>;4,270231559
2206;M;<55-64>;1,568678222
2811;M;<55-64>;0
3210;M;<55-64>;0
861;M;<55-64>;3,615860928
225;M;<55-64>;0
1428;M;<55-64>;0
2063;M;<55-64>;0
419;M;<55-64>;0
2467;M;<55-64>;0
3063;M;<55-64>;0
2806;M;<55-64>;0
1002;M;<55-64>;0
1004;M;<55-64>;0
2476;M;<55-64>;0
2401;M;<55-64>;0
803;M;<55-64>;0
3215;M;<55-64>;1,558703824
2409;M;<55-64>;1,755153955
2416;M;<55-64>;0
2465;M;<55-64>;0
2461;M;<55-64>;0
662;M;<55-64>;0
1862;M;<55-64>;0
2463;M;<55-64>;0
1019;M;<55-64>;0
663;M;<55-64>;0
2471;M;<55-64>;0
463;M;<55-64>;0
3261;M;<55-64>;0
2610;M;<55-64>;1,570827593
1062;M;<55-64>;0
401;M;<55-64>;0
262;M;<55-64>;4,387544518
1263;M;<55-64>;0
2469;M;<55-64>;6,462369331
2466;M;<55-64>;0
1261;M;<55-64>;20,73455487
2473;M;<55-64>;4,27375842
2262;M;<55-64>;7,291484975
461;M;<55-64>;12,87647349
264;M;<55-64>;24,91618596
2862;M;<55-64>;4,588688844
261;M;<55-64>;0
3262;M;<55-64>;0
2261;M;<55-64>;8,603095987
207;M;<55-64>;0
2474;M;<55-64>;0
464;M;<55-64>;3,974639216
1465;M;<55-64>;36,96554046
3064;M;<55-64>;14,32174027
1462;M;<55-64>;3,400537341
221;M;<55-64>;6,215908766
3062;M;<55-64>;0
3263;M;<55-64>;0
2464;M;<55-64>;5,640278956
1061;M;<55-64>;16,00986774
2475;M;<55-64>;5,639180129
2264;M;<55-64>;0
1806;M;<65-74>;0
2012;M;<65-74>;0
1415;M;<65-74>;0
1207;M;<65-74>;1,229732442
2007;M;<65-74>;0
1815;M;<65-74>;0
412;M;<65-74>;0
1816;M;<65-74>;1,271082195
1210;M;<65-74>;0
2006;M;<65-74>;0
1819;M;<65-74>;0
2604;M;<65-74>;0
1204;M;<65-74>;0
618;M;<65-74>;0
1216;M;<65-74>;0
1812;M;<65-74>;0,749891117
605;M;<65-74>;0
1813;M;<65-74>;1,665844552
1409;M;<65-74>;0
1211;M;<65-74>;0
2608;M;<65-74>;0
1202;M;<65-74>;0,987306553
217;M;<65-74>;0
1214;M;<65-74>;0
1425;M;<65-74>;1,368119131
2013;M;<65-74>;1,007149615
2417;M;<65-74>;0
1401;M;<65-74>;0
608;M;<65-74>;0
1426;M;<65-74>;0
1820;M;<65-74>;0,651788265
609;M;<65-74>;1,077658582
1803;M;<65-74>;1,104910328
611;M;<65-74>;0
1205;M;<65-74>;1,030206475
218;M;<65-74>;0
406;M;<65-74>;0
1811;M;<65-74>;0
1817;M;<65-74>;1,668511354
1209;M;<65-74>;0
1804;M;<65-74>;0,975343398
416;M;<65-74>;0
602;M;<65-74>;0
801;M;<65-74>;0
616;M;<65-74>;0
1416;M;<65-74>;0,872526577
3007;M;<65-74>;0
1217;M;<65-74>;0,980322885
2014;M;<65-74>;1,622389201
1403;M;<65-74>;0,979144084
1218;M;<65-74>;3,416743913
2205;M;<65-74>;0
1007;M;<65-74>;0,861912206
2201;M;<65-74>;0
408;M;<65-74>;0
2216;M;<65-74>;0
1808;M;<65-74>;0,985977132
3016;M;<65-74>;0
2805;M;<65-74>;0,929211246
2008;M;<65-74>;0
615;M;<65-74>;0,968687006
2002;M;<65-74>;0
1801;M;<65-74>;0
601;M;<65-74>;4,210649292
2603;M;<65-74>;0
812;M;<65-74>;0
2414;M;<65-74>;0
2613;M;<65-74>;0
204;M;<65-74>;1,419150072
1436;M;<65-74>;0
1810;M;<65-74>;0
1609;M;<65-74>;0
1608;M;<65-74>;0
2011;M;<65-74>;0
1802;M;<65-74>;0
1435;M;<65-74>;0
1201;M;<65-74>;0
603;M;<65-74>;0
415;M;<65-74>;0
1423;M;<65-74>;0
1437;M;<65-74>;0
2210;M;<65-74>;0
3209;M;<65-74>;0
2402;M;<65-74>;0
2819;M;<65-74>;0
3018;M;<65-74>;0
405;M;<65-74>;0
2818;M;<65-74>;0
223;M;<65-74>;0
2612;M;<65-74>;0
1809;M;<65-74>;0
2801;M;<65-74>;0
1015;M;<65-74>;0
1219;M;<65-74>;1,369996296
2010;M;<65-74>;0
1010;M;<65-74>;0
2813;M;<65-74>;0,806185575
1429;M;<65-74>;0
613;M;<65-74>;0
1410;M;<65-74>;0
2004;M;<65-74>;0
2410;M;<65-74>;0
3205;M;<65-74>;0
1434;M;<65-74>;0
1411;M;<65-74>;0
620;M;<65-74>;0
212;M;<65-74>;0
1433;M;<65-74>;0
2062;M;<65-74>;2,043513041
1602;M;<65-74>;0
1814;M;<65-74>;1,329151049
2411;M;<65-74>;0
1206;M;<65-74>;0
3021;M;<65-74>;3,724790346
2817;M;<65-74>;0
1611;M;<65-74>;0
418;M;<65-74>;0
210;M;<65-74>;1,744854491
206;M;<65-74>;0
2003;M;<65-74>;1,051910599
1607;M;<65-74>;0
3027;M;<65-74>;0
1215;M;<65-74>;0,873389616
610;M;<65-74>;0
2212;M;<65-74>;0
1601;M;<65-74>;0
1013;M;<65-74>;0
811;M;<65-74>;0
3008;M;<65-74>;0
607;M;<65-74>;0
2809;M;<65-74>;0
404;M;<65-74>;0
216;M;<65-74>;0,976972706
3010;M;<65-74>;0
417;M;<65-74>;0
1430;M;<65-74>;0
2403;M;<65-74>;0
203;M;<65-74>;0
612;M;<65-74>;0,732680067
2408;M;<65-74>;0
403;M;<65-74>;0
2214;M;<65-74>;1,061289778
1419;M;<65-74>;0
1005;M;<65-74>;1,072103867
2814;M;<65-74>;0
1805;M;<65-74>;0
3029;M;<65-74>;0
2601;M;<65-74>;0,921532291
2001;M;<65-74>;1,362325993
1807;M;<65-74>;0
1424;M;<65-74>;0
2804;M;<65-74>;0
3013;M;<65-74>;0
619;M;<65-74>;0
2812;M;<65-74>;0
807;M;<65-74>;0
3031;M;<65-74>;0
1404;M;<65-74>;0
3006;M;<65-74>;0
3015;M;<65-74>;0
222;M;<65-74>;0
1461;M;<65-74>;0
1438;M;<65-74>;0
209;M;<65-74>;0
2606;M;<65-74>;0
3217;M;<65-74>;0
2404;M;<65-74>;1,274939881
2807;M;<65-74>;0
1418;M;<65-74>;0
1412;M;<65-74>;0
215;M;<65-74>;0
214;M;<65-74>;0
1861;M;<65-74>;0
1402;M;<65-74>;2,251524217
2605;M;<65-74>;0
2208;M;<65-74>;0
2602;M;<65-74>;1,340445583
1021;M;<65-74>;0
411;M;<65-74>;0
1009;M;<65-74>;0
661;M;<65-74>;0
2607;M;<65-74>;1,474997498
2207;M;<65-74>;0
1606;M;<65-74>;0
2816;M;<65-74>;0
2802;M;<65-74>;0
2479;M;<65-74>;0
2810;M;<65-74>;0
1018;M;<65-74>;0
2213;M;<65-74>;0
1001;M;<65-74>;0
1407;M;<65-74>;0
1604;M;<65-74>;1,841706676
1006;M;<65-74>;0
1605;M;<65-74>;0,703133862
3022;M;<65-74>;0
2009;M;<65-74>;0
1864;M;<65-74>;0
1408;M;<65-74>;0,934657901
1818;M;<65-74>;0
1422;M;<65-74>;0
220;M;<65-74>;0
410;M;<65-74>;0
804;M;<65-74>;0
2415;M;<65-74>;2,165841533
3212;M;<65-74>;0
1213;M;<65-74>;4,963849036
1863;M;<65-74>;2,018726523
2478;M;<65-74>;0
2202;M;<65-74>;0,967364975
409;M;<65-74>;0
1262;M;<65-74>;0
3214;M;<65-74>;1,719100274
413;M;<65-74>;0
226;M;<65-74>;0
213;M;<65-74>;1,399557867
3218;M;<65-74>;0
3030;M;<65-74>;0
805;M;<65-74>;0
402;M;<65-74>;0
3213;M;<65-74>;0
1420;M;<65-74>;0
862;M;<65-74>;1,175848607
1016;M;<65-74>;1,142941107
208;M;<65-74>;0
2215;M;<65-74>;2,219835818
2204;M;<65-74>;2,461818932
3211;M;<65-74>;0
1014;M;<65-74>;0
3020;M;<65-74>;0
3203;M;<65-74>;0
414;M;<65-74>;1,551483731
3012;M;<65-74>;0
664;M;<65-74>;0
1414;M;<65-74>;0
1821;M;<65-74>;0
1203;M;<65-74>;1,381270519
1417;M;<65-74>;0
3005;M;<65-74>;0
606;M;<65-74>;0
2413;M;<65-74>;0
224;M;<65-74>;0
2407;M;<65-74>;0,971501369
202;M;<65-74>;0
2005;M;<65-74>;0
2609;M;<65-74>;0
1610;M;<65-74>;0
3206;M;<65-74>;0,946199399
3025;M;<65-74>;0,773214857
211;M;<65-74>;0
201;M;<65-74>;0
2803;M;<65-74>;0
3202;M;<65-74>;0
1406;M;<65-74>;0
3028;M;<65-74>;0
3009;M;<65-74>;0
1212;M;<65-74>;0
810;M;<65-74>;0
2203;M;<65-74>;0
3061;M;<65-74>;0
3024;M;<65-74>;0,875453759
614;M;<65-74>;1,048603747
2406;M;<65-74>;2,195323397
1427;M;<65-74>;0
3216;M;<65-74>;1,134442002
2472;M;<65-74>;0
1413;M;<65-74>;0
802;M;<65-74>;0
3023;M;<65-74>;0
2815;M;<65-74>;0
3017;M;<65-74>;0
3019;M;<65-74>;0
2412;M;<65-74>;0
2808;M;<65-74>;1,243981465
219;M;<65-74>;0
3207;M;<65-74>;0
806;M;<65-74>;0
3011;M;<65-74>;0
2061;M;<65-74>;0
3002;M;<65-74>;0
1208;M;<65-74>;0,635737609
1432;M;<65-74>;1,343454113
205;M;<65-74>;0
3204;M;<65-74>;0
1063;M;<65-74>;0
2263;M;<65-74>;1,93994969
1008;M;<65-74>;0
604;M;<65-74>;0
3004;M;<65-74>;0,818127188
3208;M;<65-74>;0
1464;M;<65-74>;1,203218492
3026;M;<65-74>;0
2470;M;<65-74>;0
1012;M;<65-74>;1,440805493
617;M;<65-74>;0
2468;M;<65-74>;0
1405;M;<65-74>;0
2211;M;<65-74>;0
2861;M;<65-74>;0
1661;M;<65-74>;0
1421;M;<65-74>;1,402445309
808;M;<65-74>;0
3001;M;<65-74>;0
1020;M;<65-74>;1,612004751
3201;M;<65-74>;0
2611;M;<65-74>;0,843586141
3014;M;<65-74>;0
1003;M;<65-74>;0
2477;M;<65-74>;0
3003;M;<65-74>;0
1463;M;<65-74>;0
2462;M;<65-74>;2,341885492
1017;M;<65-74>;0,769997059
1011;M;<65-74>;0
407;M;<65-74>;0
2405;M;<65-74>;0
809;M;<65-74>;0
462;M;<65-74>;0
2209;M;<65-74>;3,342643988
1603;M;<65-74>;0
2661;M;<65-74>;0
2206;M;<65-74>;2,450647468
2811;M;<65-74>;0
3210;M;<65-74>;0
861;M;<65-74>;0
225;M;<65-74>;0
1428;M;<65-74>;0
2063;M;<65-74>;2,218380049
419;M;<65-74>;0
2467;M;<65-74>;0,690892966
3063;M;<65-74>;0
2806;M;<65-74>;0,97417579
1002;M;<65-74>;0
1004;M;<65-74>;0
2476;M;<65-74>;0
2401;M;<65-74>;1,430320502
803;M;<65-74>;1,0930122
3215;M;<65-74>;0
2409;M;<65-74>;0
2416;M;<65-74>;1,200992564
2465;M;<65-74>;2,178287218
2461;M;<65-74>;1,431701522
662;M;<65-74>;1,404929218
1862;M;<65-74>;1,497968312
2463;M;<65-74>;0
1019;M;<65-74>;0
663;M;<65-74>;0
2471;M;<65-74>;0,989030816
463;M;<65-74>;11,32203377
3261;M;<65-74>;0
2610;M;<65-74>;0,703281727
1062;M;<65-74>;0
401;M;<65-74>;0
262;M;<65-74>;0
1263;M;<65-74>;2,149658209
2469;M;<65-74>;0
2466;M;<65-74>;0
1261;M;<65-74>;13,12868557
2473;M;<65-74>;2,507277411
2262;M;<65-74>;2,777298832
461;M;<65-74>;0
264;M;<65-74>;11,55444062
2862;M;<65-74>;2,161877088
261;M;<65-74>;0
3262;M;<65-74>;0
2261;M;<65-74>;7,230607765
207;M;<65-74>;0
2474;M;<65-74>;9,778802343
464;M;<65-74>;2,233136268
1465;M;<65-74>;19,00209097
3064;M;<65-74>;6,358643425
1462;M;<65-74>;2,158590012
221;M;<65-74>;0
3062;M;<65-74>;0
3263;M;<65-74>;0
2464;M;<65-74>;3,483703878
1061;M;<65-74>;6,472308472
2475;M;<65-74>;0
2264;M;<65-74>;0,485221921
1806;M;<75-84>;0
2012;M;<75-84>;0
1415;M;<75-84>;0
1207;M;<75-84>;0
2007;M;<75-84>;1,283978627
1815;M;<75-84>;0
412;M;<75-84>;0
1816;M;<75-84>;0
1210;M;<75-84>;0
2006;M;<75-84>;0
1819;M;<75-84>;0
2604;M;<75-84>;0
1204;M;<75-84>;0
618;M;<75-84>;0
1216;M;<75-84>;0
1812;M;<75-84>;0
605;M;<75-84>;0
1813;M;<75-84>;0
1409;M;<75-84>;0
1211;M;<75-84>;0
2608;M;<75-84>;0
1202;M;<75-84>;0
217;M;<75-84>;0
1214;M;<75-84>;0
1425;M;<75-84>;1,637804543
2013;M;<75-84>;0
2417;M;<75-84>;0
1401;M;<75-84>;0
608;M;<75-84>;0
1426;M;<75-84>;0
1820;M;<75-84>;0,940949224
609;M;<75-84>;0
1803;M;<75-84>;0
611;M;<75-84>;0
1205;M;<75-84>;0
218;M;<75-84>;0
406;M;<75-84>;0
1811;M;<75-84>;0
1817;M;<75-84>;0
1209;M;<75-84>;0
1804;M;<75-84>;0
416;M;<75-84>;0
602;M;<75-84>;0
801;M;<75-84>;0
616;M;<75-84>;0
1416;M;<75-84>;0
3007;M;<75-84>;0
1217;M;<75-84>;0
2014;M;<75-84>;1,325355345
1403;M;<75-84>;0
1218;M;<75-84>;1,48791697
2205;M;<75-84>;0
1007;M;<75-84>;0
2201;M;<75-84>;0
408;M;<75-84>;0
2216;M;<75-84>;0
1808;M;<75-84>;0
3016;M;<75-84>;0
2805;M;<75-84>;0
2008;M;<75-84>;0
615;M;<75-84>;0
2002;M;<75-84>;0
1801;M;<75-84>;0
601;M;<75-84>;0
2603;M;<75-84>;0
812;M;<75-84>;0
2414;M;<75-84>;0
2613;M;<75-84>;0
204;M;<75-84>;0
1436;M;<75-84>;0
1810;M;<75-84>;1,604286597
1609;M;<75-84>;0
1608;M;<75-84>;0
2011;M;<75-84>;1,904130333
1802;M;<75-84>;0
1435;M;<75-84>;0
1201;M;<75-84>;0
603;M;<75-84>;0
415;M;<75-84>;0
1423;M;<75-84>;0
1437;M;<75-84>;0
2210;M;<75-84>;0,511527336
3209;M;<75-84>;0
2402;M;<75-84>;0
2819;M;<75-84>;0
3018;M;<75-84>;0
405;M;<75-84>;0
2818;M;<75-84>;0
223;M;<75-84>;0
2612;M;<75-84>;0,692707017
1809;M;<75-84>;0
2801;M;<75-84>;0
1015;M;<75-84>;1,006453511
1219;M;<75-84>;0
2010;M;<75-84>;0
1010;M;<75-84>;0
2813;M;<75-84>;0,883714723
1429;M;<75-84>;0
613;M;<75-84>;0,757624163
1410;M;<75-84>;0
2004;M;<75-84>;0
2410;M;<75-84>;0
3205;M;<75-84>;0
1434;M;<75-84>;2,135038791
1411;M;<75-84>;0
620;M;<75-84>;1,168100567
212;M;<75-84>;0
1433;M;<75-84>;1,757002232
2062;M;<75-84>;0
1602;M;<75-84>;0
1814;M;<75-84>;1,419249339
2411;M;<75-84>;0,769389177
1206;M;<75-84>;0
3021;M;<75-84>;4,125003421
2817;M;<75-84>;0
1611;M;<75-84>;0
418;M;<75-84>;0
210;M;<75-84>;0
206;M;<75-84>;0
2003;M;<75-84>;0
1607;M;<75-84>;0
3027;M;<75-84>;0
1215;M;<75-84>;0
610;M;<75-84>;0
2212;M;<75-84>;0
1601;M;<75-84>;0
1013;M;<75-84>;0
811;M;<75-84>;0
3008;M;<75-84>;0
607;M;<75-84>;0,611064696
2809;M;<75-84>;0
404;M;<75-84>;0
216;M;<75-84>;0
3010;M;<75-84>;0
417;M;<75-84>;0
1430;M;<75-84>;1,133653482
2403;M;<75-84>;0
203;M;<75-84>;2,373553708
612;M;<75-84>;0
2408;M;<75-84>;0
403;M;<75-84>;0
2214;M;<75-84>;0
1419;M;<75-84>;1,477942889
1005;M;<75-84>;0
2814;M;<75-84>;0
1805;M;<75-84>;0
3029;M;<75-84>;1,598206054
2601;M;<75-84>;0
2001;M;<75-84>;1,492114672
1807;M;<75-84>;1,000611951
1424;M;<75-84>;0
2804;M;<75-84>;0
3013;M;<75-84>;1,180626095
619;M;<75-84>;0
2812;M;<75-84>;0
807;M;<75-84>;0
3031;M;<75-84>;0
1404;M;<75-84>;0
3006;M;<75-84>;2,762884199
3015;M;<75-84>;0
222;M;<75-84>;0
1461;M;<75-84>;0
1438;M;<75-84>;0
209;M;<75-84>;0
2606;M;<75-84>;0
3217;M;<75-84>;0
2404;M;<75-84>;0
2807;M;<75-84>;0
1418;M;<75-84>;0
1412;M;<75-84>;0
215;M;<75-84>;0
214;M;<75-84>;0
1861;M;<75-84>;0
1402;M;<75-84>;0
2605;M;<75-84>;0
2208;M;<75-84>;0
2602;M;<75-84>;0
1021;M;<75-84>;0
411;M;<75-84>;0
1009;M;<75-84>;1,000258073
661;M;<75-84>;0
2607;M;<75-84>;0
2207;M;<75-84>;0
1606;M;<75-84>;0
2816;M;<75-84>;0
2802;M;<75-84>;0
2479;M;<75-84>;0
2810;M;<75-84>;0
1018;M;<75-84>;0
2213;M;<75-84>;1,237056178
1001;M;<75-84>;0
1407;M;<75-84>;0
1604;M;<75-84>;1,608451509
1006;M;<75-84>;0,790275244
1605;M;<75-84>;0
3022;M;<75-84>;0
2009;M;<75-84>;0
1864;M;<75-84>;0
1408;M;<75-84>;0
1818;M;<75-84>;0
1422;M;<75-84>;0
220;M;<75-84>;1,531221875
410;M;<75-84>;0
804;M;<75-84>;0
2415;M;<75-84>;1,559300227
3212;M;<75-84>;0
1213;M;<75-84>;1,574793247
1863;M;<75-84>;2,220666416
2478;M;<75-84>;0
2202;M;<75-84>;0
409;M;<75-84>;0
1262;M;<75-84>;0
3214;M;<75-84>;0
413;M;<75-84>;0
226;M;<75-84>;0
213;M;<75-84>;0
3218;M;<75-84>;0
3030;M;<75-84>;0
805;M;<75-84>;0
402;M;<75-84>;0
3213;M;<75-84>;1,098680271
1420;M;<75-84>;0
862;M;<75-84>;0
1016;M;<75-84>;0
208;M;<75-84>;3,385579465
2215;M;<75-84>;0
2204;M;<75-84>;0
3211;M;<75-84>;0
1014;M;<75-84>;0,930005458
3020;M;<75-84>;0
3203;M;<75-84>;0
414;M;<75-84>;1,781991911
3012;M;<75-84>;0
664;M;<75-84>;0
1414;M;<75-84>;0,885053464
1821;M;<75-84>;0
1203;M;<75-84>;0
1417;M;<75-84>;0
3005;M;<75-84>;0
606;M;<75-84>;0
2413;M;<75-84>;0
224;M;<75-84>;0
2407;M;<75-84>;0
202;M;<75-84>;0
2005;M;<75-84>;0
2609;M;<75-84>;0
1610;M;<75-84>;0
3206;M;<75-84>;0
3025;M;<75-84>;0
211;M;<75-84>;0
201;M;<75-84>;0
2803;M;<75-84>;0
3202;M;<75-84>;0
1406;M;<75-84>;0
3028;M;<75-84>;1,891740858
3009;M;<75-84>;0
1212;M;<75-84>;0
810;M;<75-84>;0
2203;M;<75-84>;0
3061;M;<75-84>;0
3024;M;<75-84>;0
614;M;<75-84>;1,579923979
2406;M;<75-84>;1,355130793
1427;M;<75-84>;0
3216;M;<75-84>;0
2472;M;<75-84>;3,883176128
1413;M;<75-84>;0
802;M;<75-84>;0
3023;M;<75-84>;0
2815;M;<75-84>;0
3017;M;<75-84>;0
3019;M;<75-84>;0
2412;M;<75-84>;0
2808;M;<75-84>;0
219;M;<75-84>;0
3207;M;<75-84>;0
806;M;<75-84>;0
3011;M;<75-84>;1,930214272
2061;M;<75-84>;0
3002;M;<75-84>;0
1208;M;<75-84>;0
1432;M;<75-84>;0
205;M;<75-84>;0
3204;M;<75-84>;0
1063;M;<75-84>;0
2263;M;<75-84>;0
